customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1821-YPCIQ,Female,1,Yes,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.83,1405.62,Yes
5855-YEKXD,Male,1,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.13,1608.54,No
8917-SEDPC,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.53,482.41,No
3029-NIZRZ,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,91.4,2663.6,Yes
6380-BUIZT,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.13,776.25,No
6126-UGYVN,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),82.81,583.83,Yes
4469-FCQCP,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.21,633.79,Yes
1592-YXGCE,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.75,1494.37,No
8857-HATSS,Male,1,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.86,1126.58,No
1266-QIKWO,Male,0,No,No,19,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.25,1296.47,No
9056-WCMJA,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.84,1100.17,Yes
7105-TGGEJ,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.37,323.08,No
1585-NZDCB,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.83,774.15,Yes
4918-GAXPD,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,53.05,3414.19,No
4771-BYUDW,Female,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.96,288.48,No
1596-HBPXW,Female,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.13,50.0,Yes
1936-IERDI,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.44,2043.2,No
5436-CPVIO,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.51,607.75,Yes
6774-WAJXG,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.34,5481.55,Yes
8735-VHEMY,Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.31,1484.91,No
2185-YIMBQ,Female,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.59,973.61,No
4392-SAZFT,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,65.34,308.35,No
5797-OPCMD,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,85.43,4863.36,No
7992-FSXEA,Male,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.23,205.07,Yes
5857-NNTDT,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),83.81,4632.97,Yes
3020-MWLVH,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),82.07,5317.9,No
9018-PCKBB,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.95,1636.54,Yes
4066-DYGQW,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.92,4369.88,No
6470-AAKLD,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.48,421.91,Yes
3633-FRBTY,Male,1,Yes,No,59,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,51.67,3001.88,No
2248-VSVLN,Female,1,No,No,4,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,66.75,290.25,No
4796-YOBHO,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),68.27,1488.52,No
8909-MBFHZ,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,102.98,428.46,Yes
7429-ENFNT,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.8,703.04,No
8068-WRLCK,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.23,114.73,No
4824-NGXLF,Male,0,No,Yes,58,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,51.53,2984.5,No
4221-CQHRY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.41,1937.7,Yes
1325-QFJQE,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,94.06,271.56,No
9750-IKSYH,Male,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.36,1787.09,No
5989-JRZVF,Male,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.42,2036.64,No
5142-WLAHH,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.63,272.92,Yes
8945-NDFAU,Male,1,Yes,No,9,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,53.44,498.39,Yes
2842-QGJLX,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.7,,No
2823-SYBPG,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,44.74,Yes
4409-XYNKJ,Male,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.79,1428.72,No
1044-JUIWK,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.26,2493.32,Yes
2801-TBWAN,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,1057.15,No
5501-SGILP,Female,1,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.86,1815.56,No
8138-TWCQZ,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),94.41,5574.83,Yes
6747-CZGOV,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.37,634.18,Yes
8207-QBKDP,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.95,189.94,No
9920-JTDQI,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.45,1100.75,Yes
7990-HYFLC,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,2064.07,No
1408-FPYVO,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.2,1965.38,No
3985-WPNNI,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.16,1403.26,No
7724-NIBWM,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,102.13,6667.44,No
3799-NMUTC,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.02,1964.64,No
7663-DZUPV,Female,1,No,No,19,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,89.87,1721.86,No
2639-ATFHC,Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.72,4070.17,Yes
1086-HFKPF,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,83.26,2581.84,No
6560-ZLQRB,Male,1,No,No,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),51.39,883.04,No
5422-WYXHY,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.06,1767.91,No
6292-RKRFL,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),92.56,2417.43,No
7950-WBTWD,Male,0,No,Yes,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.5,350.95,Yes
3732-EIWWD,Male,0,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.63,745.94,No
4911-RPVST,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.75,1815.83,Yes
5261-DQOQM,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.55,1529.69,No
6040-DMWCR,Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.98,162.72,Yes
8181-AWDGW,Male,0,No,No,22,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,86.2,1914.19,Yes
3790-ALOLB,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.64,910.66,Yes
6061-RLNWT,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.44,1982.51,No
8545-QLRRT,Female,1,No,No,9,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,81.22,773.71,No
5180-PDEWF,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.81,2831.5,No
2428-DCMOZ,Female,0,No,Yes,64,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.28,4102.78,No
8762-UEVLK,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,56.36,1009.43,No
4014-YYNFU,Female,0,No,No,17,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),80.27,1318.57,No
4253-DYQCG,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.63,4988.24,No
2679-YOHOH,Male,0,No,No,62,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,59.65,3723.18,No
9885-HYUEW,Female,1,No,Yes,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.4,3459.94,Yes
9235-BJCXG,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),84.56,1529.73,No
8304-DUDBT,Male,0,No,Yes,21,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),73.38,1548.92,No
1498-GZBVG,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.22,109.26,Yes
5145-ZSPYJ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,84.2,151.25,No
6045-PAJXN,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.08,1589.25,Yes
6115-ZGRNX,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,93.22,958.86,No
4530-UGSIJ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,92.48,443.91,No
4422-SRNJQ,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.33,4424.01,No
2392-CHTMM,Female,0,No,No,6,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.06,382.78,Yes
2893-RXBOO,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.13,333.29,Yes
9988-GUPDB,Male,1,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.59,189.57,No
7200-BXJXM,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),108.03,2169.57,Yes
9712-NXVFC,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.32,1734.85,No
3416-UJYSF,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.59,1391.42,No
3816-RTSOC,Female,1,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.69,4703.08,No
5478-CNYHE,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,79.53,796.64,No
3587-DELKU,Female,0,Yes,Yes,64,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.0,4092.5,No
5693-EDVXC,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.58,6605.82,No
4913-UBBNL,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),67.57,101.8,No
3194-QWJYO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.51,16.23,Yes
2872-RUXWT,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,92.19,1376.7,No
1973-XQVAN,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.66,3859.3,No
5944-SVDKJ,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.59,2257.95,Yes
6370-GCEJP,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.79,1608.41,Yes
2852-ALFHF,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.75,267.37,Yes
4506-RFWOE,Male,1,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.77,202.2,Yes
6879-PGMDH,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.03,124.35,Yes
5754-YFFFB,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.15,5675.67,Yes
7626-KOPBV,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,89.11,5246.78,No
7507-KYSJE,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.81,394.67,No
5587-QXURD,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),89.0,4814.6,No
8038-UBEIN,Female,0,No,No,9,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.63,482.57,No
4977-QNJCB,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.68,2205.86,No
4064-QXGZO,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.97,2111.72,No
4773-KAUCD,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.59,152.33,Yes
9758-MZKLS,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,314.34,No
6712-EWGYD,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.92,1598.81,No
2341-SDXXX,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,75.09,1150.5,No
7232-XVRJS,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),99.37,1886.71,Yes
9356-UCUCY,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,77.63,395.14,No
4469-GDUWN,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.0,5376.54,No
1163-PMLFB,Male,1,No,No,23,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.33,1265.17,No
1888-AEHXQ,Male,1,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,91.44,1292.02,Yes
8611-MQSVO,Female,1,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.08,430.72,No
4892-RWPYF,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.42,677.02,No
5730-CKAMS,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.08,558.49,No
4062-YUQAV,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.05,3746.97,No
7091-JUFIC,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.76,0.0,No
1495-WORCM,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,71.25,1344.83,No
4783-SBLEU,Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.18,508.84,No
6109-SUVZA,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,61.34,2408.28,No
9468-FXMDB,Female,1,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,86.36,738.72,No
1226-WUYZP,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.26,3789.94,No
5808-GMSSG,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.62,4905.4,Yes
5233-CCYPA,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,77.55,2165.45,No
4135-PFZUR,Female,1,Yes,Yes,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.36,192.78,No
5917-WNPUS,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,61.81,3786.79,No
9151-AEIZA,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.39,279.39,No
4440-PRNDV,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,65.06,955.09,No
4566-BFODV,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.25,3658.85,No
9976-BTIIE,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),62.13,193.8,No
1673-OIOTO,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.97,113.08,No
8879-WALJG,Female,1,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.5,1461.38,No
3897-QBUOJ,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),52.88,212.49,No
2863-ZIIWO,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.17,14.07,No
9462-ASWPE,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),86.93,5737.9,No
2574-BDSUJ,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,55.43,1470.82,No
9503-USGLO,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.65,472.32,No
7668-JDTFS,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,84.3,1606.02,Yes
3752-QHWOU,Female,0,No,No,45,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),64.81,2884.83,No
8594-MSHTR,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.96,2083.24,Yes
9398-QPSKN,Female,1,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.82,330.49,No
2996-CYUVS,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.02,1415.6,Yes
9297-CPLXX,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.85,658.86,No
2331-YWDBL,Male,0,No,No,23,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,73.62,1676.23,No
9096-PNOZY,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,96.22,1350.96,No
9118-MQTQT,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),91.36,4776.07,No
1242-FXTUC,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),88.63,72.55,No
2900-CEOWT,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,89.14,837.67,Yes
7293-BFICO,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.88,146.54,Yes
1212-TOFJE,Female,0,No,No,63,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,49.41,3084.28,No
1500-CQSEI,Female,0,Yes,No,46,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.24,2664.51,No
2620-MLOVE,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.96,4608.92,Yes
4699-RBLOP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.87,1128.3,Yes
1323-OKBYZ,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.05,1813.02,No
1301-TKGZI,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.65,243.0,No
6447-XWAQM,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.32,655.08,Yes
2526-BSAYM,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.54,423.71,No
7905-RBPML,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.57,889.04,Yes
8358-GSHSN,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.26,885.13,No
4773-LTFZJ,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,91.22,1783.18,No
9240-YKVTL,Male,0,No,No,18,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.97,1177.46,No
3900-PDTHY,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.23,297.88,Yes
9836-SSEOY,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),90.43,3914.17,No
